150 11175
29 89 30
29 90 10
29 94 10
29 96 10
29 97 30
29 100 30
29 103 30
29 104 15
29 107 30
29 109 15
29 110 15
29 111 10
29 113 30
29 114 30
29 116 15
29 117 30
29 119 10
29 122 30
29 123 15
29 125 30
29 128 30
29 129 10
29 130 15
29 131 30
29 134 10
29 135 15
29 139 30
29 141 15
29 142 15
29 143 10
29 145 15
29 147 10
29 148 10
29 149 15
30 2 15
30 4 15
30 5 15
30 7 30
30 9 15
30 10 10
30 11 10
30 12 10
30 14 30
30 16 15
30 23 15
30 24 10
30 25 30
30 27 15
30 28 30
30 32 15
30 34 30
30 35 15
30 37 30
30 39 30
30 42 30
30 43 10
30 45 30
30 46 10
30 52 15
30 53 10
30 54 10
30 57 15
30 58 15
30 60 15
30 61 30
30 64 10
30 68 15
30 69 15
30 70 15
30 72 30
30 74 30
30 75 10
30 76 30
30 78 10
30 80 30
30 81 10
30 82 10
30 84 30
30 85 30
30 90 10
30 93 10
30 94 30
30 96 15
30 97 15
30 98 15
30 101 10
30 102 30
30 103 10
30 104 30
30 106 30
30 114 30
30 115 30
30 117 15
30 118 15
30 119 30
30 120 30
30 121 15
30 124 15
30 127 10
30 128 10
30 132 15
30 134 30
30 135 30
30 137 30
30 139 10
30 146 30
30 147 15
30 148 10
30 149 10
31 2 30
31 3 15
31 6 10
31 7 30
31 8 15
31 12 15
31 13 15
31 15 10
31 18 10
31 21 10
31 23 30
31 26 30
31 27 10
31 29 30
31 30 10
31 32 10
31 33 15
31 34 15
31 35 10
31 36 10
31 37 15
31 51 30
31 54 15
31 56 15
31 57 10
31 59 15
31 61 10
31 62 30
31 63 10
31 65 10
31 66 10
31 68 30
31 70 15
31 72 15
31 73 15
31 75 10
31 78 30
31 80 10
31 84 30
31 85 10
31 87 10
31 88 30
31 90 15
31 91 10
31 93 10
31 94 30
31 97 15
31 98 15
31 102 15
31 109 30
31 110 10
31 112 30
31 113 10
31 115 30
31 116 10
31 118 10
31 119 30
31 124 30
31 125 30
31 126 10
31 127 30
31 128 10
31 130 10
31 134 10
31 135 10
31 136 30
31 139 10
31 140 30
31 141 15
31 144 30
31 147 30
31 148 15
31 149 30
32 4 10
32 5 15
32 6 10
32 7 30
32 8 10
32 10 30
32 11 15
32 15 10
32 16 30
32 18 30
32 22 10
32 23 15
32 24 30
32 25 10
32 29 10
32 33 10
32 35 30
32 36 30
32 37 15
32 42 15
32 46 30
32 47 30
32 48 30
32 49 30
32 51 30
32 53 15
32 54 15
32 55 15
32 56 30
32 57 30
32 58 15
32 59 30
32 61 15
32 62 15
32 64 15
32 65 10
32 67 15
32 71 15
32 72 10
32 73 30
32 75 10
32 78 10
32 80 10
32 81 15
32 82 30
32 84 15
32 86 10
32 88 15
32 91 15
32 93 30
32 95 10
32 97 30
32 99 30
32 100 30
32 101 30
32 103 15
32 104 30
32 105 15
32 109 10
32 110 15
32 111 15
32 113 30
32 116 15
32 117 15
32 122 10
32 123 30
32 124 30
32 128 15
32 131 30
32 137 30
32 138 15
32 142 10
32 144 10
32 145 10
32 147 15
32 149 30
33 3 15
33 5 30
33 18 10
33 22 30
33 24 15
33 25 30
33 29 30
33 30 10
33 36 10
33 37 30
33 38 10
33 41 30
33 43 10
33 44 10
33 45 30
33 46 30
33 48 10
33 50 10
33 51 15
33 55 15
33 56 10
33 57 30
33 59 30
33 63 15
33 64 15
33 65 30
33 67 10
33 68 15
33 69 15
33 70 30
33 74 30
33 75 30
33 76 15
33 79 15
33 81 30
33 87 15
33 88 10
33 89 30
33 91 10
33 93 15
33 94 30
33 95 10
33 96 30
33 98 10
33 101 10
33 102 15
33 103 10
33 104 15
33 107 10
33 108 10
33 110 15
33 113 10
33 114 30
33 116 15
33 118 30
33 119 30
33 120 10
33 121 10
33 122 15
33 125 10
33 126 15
33 132 15
33 133 30
33 134 30
33 139 15
33 140 15
33 141 30
33 143 15
33 144 10
33 146 10
33 148 10
33 149 15
34 2 10
34 4 15
34 10 30
34 13 30
34 17 15
34 18 10
34 19 15
34 21 30
34 23 15
34 25 15
34 26 30
34 27 30
34 29 10
34 32 15
34 33 10
34 38 15
34 40 10
34 43 10
34 44 15
34 46 15
34 47 30
34 50 30
34 51 15
34 53 15
34 54 15
34 55 30
34 59 15
34 61 15
34 63 30
34 68 10
34 69 15
34 72 10
34 74 30
34 75 10
34 76 10
34 79 30
34 82 15
34 84 30
34 86 10
34 87 10
34 88 15
34 90 15
34 91 30
34 92 30
34 93 30
34 95 10
34 97 30
34 98 15
34 102 30
34 103 15
34 104 15
34 107 15
34 111 10
34 112 10
34 113 15
34 114 10
34 115 15
34 120 10
34 121 10
34 123 30
34 125 30
34 128 15
34 129 15
34 130 15
34 133 30
34 136 30
34 140 30
34 141 15
34 142 15
34 143 30
34 145 10
34 147 15
34 149 10
35 4 10
35 5 30
35 6 15
35 10 15
35 12 15
35 13 10
35 17 10
35 19 10
35 20 30
35 21 10
35 22 15
35 23 30
35 24 15
35 25 15
35 26 15
35 28 30
35 29 15
35 33 15
35 34 15
35 40 15
35 41 15
35 43 10
35 45 15
35 46 30
35 47 10
35 49 30
35 50 15
35 52 30
35 53 10
35 57 30
35 58 10
35 61 15
35 63 30
35 65 15
35 66 30
35 67 30
35 69 10
35 70 15
35 71 10
35 72 15
35 76 10
35 78 30
35 79 15
35 80 15
35 82 30
35 83 15
35 84 30
35 85 10
35 86 10
35 88 30
35 89 15
35 90 10
35 92 30
35 94 15
35 95 15
35 96 30
35 97 10
35 101 30
35 102 10
35 108 15
35 111 30
35 112 30
35 113 15
35 114 15
35 115 10
35 116 30
35 117 15
35 119 10
35 123 15
35 124 10
35 125 30
35 127 15
35 128 10
35 132 10
35 134 15
35 135 10
35 136 15
35 139 30
35 140 30
35 142 15
35 143 30
35 145 30
35 146 10
35 147 15
35 149 10
36 2 10
36 4 15
36 6 10
36 7 30
36 11 30
36 15 10
36 17 15
36 19 10
36 21 30
36 22 15
36 23 15
36 24 30
36 25 30
36 27 10
36 28 15
36 30 30
36 34 30
36 35 30
36 40 15
36 41 15
36 44 15
36 47 30
36 51 30
36 52 15
36 54 10
36 56 15
36 59 30
36 60 10
36 61 15
36 62 30
36 63 10
36 64 30
36 65 15
36 66 10
36 67 10
36 68 10
36 69 15
36 70 30
36 71 30
36 72 15
36 73 30
36 74 30
36 77 30
36 78 15
36 80 15
36 83 30
36 84 30
36 86 30
36 87 15
36 88 15
36 93 10
36 95 15
36 96 30
36 98 30
36 100 15
36 101 15
36 102 15
36 104 10
36 106 15
36 110 15
36 111 10
36 113 30
36 114 10
36 115 30
36 118 30
36 120 15
36 124 15
36 129 15
36 132 10
36 133 10
36 134 30
36 137 30
36 139 10
36 140 10
36 141 15
36 143 15
36 146 30
36 147 10
36 149 15
37 3 30
37 4 10
37 8 30
37 9 30
37 10 10
37 11 10
37 12 30
37 13 30
37 22 30
37 23 15
37 27 15
37 28 15
37 29 15
37 34 30
37 35 10
37 36 15
37 38 15
37 39 15
37 40 10
37 46 15
37 48 10
37 51 10
37 52 10
37 53 10
37 55 30
37 56 30
37 57 10
37 58 15
37 61 15
37 69 15
37 70 10
37 73 30
37 74 15
37 76 30
37 78 30
37 79 30
37 80 15
37 81 30
37 83 10
37 86 30
37 88 10
37 89 15
37 91 10
37 92 15
37 93 30
37 94 10
37 95 10
37 97 10
37 98 15
37 99 30
37 101 30
37 103 15
37 104 15
37 105 30
37 107 15
37 108 30
37 109 10
37 115 10
37 121 10
37 124 10
37 125 10
37 126 10
37 128 30
37 129 10
37 136 15
37 137 15
37 138 10
37 139 15
37 145 10
37 146 10
37 149 15
38 2 10
38 3 15
38 4 10
38 5 30
38 6 15
38 15 15
38 16 10
38 17 10
38 21 10
38 22 10
38 23 10
38 30 10
38 31 30
38 32 30
38 35 30
38 36 30
38 40 10
38 41 10
38 42 15
38 46 15
38 47 10
38 48 30
38 52 30
38 53 10
38 55 15
38 56 15
38 58 10
38 61 30
38 63 10
38 64 30
38 65 30
38 66 15
38 71 15
38 73 30
38 74 10
38 75 30
38 81 10
38 82 15
38 83 30
38 85 10
38 86 15
38 87 30
38 88 15
38 90 10
38 99 30
38 100 10
38 101 30
38 102 10
38 103 30
38 108 10
38 109 15
38 110 30
38 113 10
38 114 15
38 116 10
38 117 15
38 118 30
38 120 10
38 121 30
38 122 30
38 124 10
38 127 30
38 130 30
38 138 10
38 140 15
38 141 30
38 142 30
38 144 15
38 145 10
38 148 30
38 149 15
39 1 30
39 3 30
39 5 10
39 10 30
39 12 30
39 16 10
39 17 15
39 20 10
39 22 15
39 24 10
39 26 10
39 31 10
39 32 30
39 33 30
39 34 15
39 35 15
39 36 15
39 38 30
39 40 15
39 41 30
39 46 15
39 47 30
39 50 30
39 51 10
39 52 15
39 53 10
39 54 15
39 56 30
39 57 10
39 58 15
39 59 30
39 60 15
39 61 15
39 64 30
39 65 10
39 68 10
39 70 15
39 72 30
39 73 30
39 74 30
39 76 15
39 78 15
39 81 30
39 82 15
39 87 30
39 88 30
39 89 15
39 90 30
39 92 30
39 93 15
39 97 15
39 99 30
39 100 15
39 101 30
39 103 10
39 108 10
39 111 10
39 112 30
39 114 15
39 118 15
39 119 15
39 120 15
39 122 15
39 123 30
39 126 10
39 127 10
39 129 15
39 132 10
39 135 30
39 139 30
39 141 10
39 142 30
39 143 15
39 146 30
39 148 15
39 149 10
40 2 10
40 5 15
40 8 30
40 9 30
40 10 30
40 14 30
40 17 15
40 19 10
40 20 30
40 25 30
40 26 10
40 29 30
40 30 30
40 31 30
40 32 15
40 33 15
40 41 15
40 42 15
40 45 30
40 46 15
40 47 15
40 49 10
40 53 30
40 56 10
40 61 15
40 62 10
40 63 15
40 64 10
40 65 30
40 67 15
40 69 10
40 71 15
40 72 15
40 73 10
40 76 15
40 78 15
40 79 30
40 81 30
40 82 15
40 84 30
40 85 30
40 86 15
40 87 10
40 88 30
40 93 30
40 94 15
40 95 30
40 96 10
40 97 15
40 98 10
40 99 10
40 104 15
40 111 10
40 112 10
40 118 30
40 120 10
40 124 15
40 125 10
40 126 30
40 127 15
40 128 15
40 129 30
40 130 10
40 133 10
40 134 15
40 135 10
40 136 10
40 137 15
40 139 10
40 140 15
40 141 30
40 142 30
40 144 30
40 145 15
40 148 10
40 149 15
41 2 15
41 3 10
41 6 30
41 7 15
41 9 30
41 10 10
41 11 30
41 12 30
41 16 15
41 17 30
41 18 10
41 20 10
41 21 10
41 28 10
41 30 15
41 31 15
41 32 30
41 34 30
41 37 10
41 42 30
41 44 10
41 50 30
41 51 15
41 52 10
41 53 10
41 55 30
41 57 30
41 58 10
41 59 30
41 60 15
41 63 30
41 68 30
41 69 30
41 73 30
41 74 10
41 75 30
41 76 15
41 79 15
41 80 10
41 82 15
41 83 30
41 85 10
41 86 10
41 90 30
41 91 15
41 96 10
41 101 10
41 102 15
41 110 30
41 111 15
41 112 10
41 113 15
41 115 15
41 116 30
41 117 30
41 119 15
41 121 10
41 122 30
41 123 15
41 124 15
41 125 10
41 126 15
41 129 10
41 133 30
41 134 30
41 135 15
41 137 10
41 138 10
41 139 30
41 140 10
41 142 30
41 143 10
41 144 30
41 145 10
41 146 30
41 149 30
42 2 15
42 3 10
42 5 30
42 8 15
42 9 10
42 10 15
42 11 30
42 12 30
42 15 10
42 17 10
42 18 15
42 19 15
42 20 10
42 22 15
42 24 10
42 25 15
42 26 15
42 28 15
42 29 10
42 31 30
42 33 30
42 34 10
42 35 15
42 36 15
42 37 10
42 39 15
42 43 15
42 44 30
42 46 15
42 48 15
42 53 30
42 55 15
42 56 15
42 57 10
42 60 10
42 61 10
42 67 30
42 68 15
42 71 30
42 72 10
42 73 10
42 77 15
42 78 10
42 79 30
42 83 30
42 84 10
42 85 10
42 88 15
42 89 15
42 90 30
42 91 30
42 92 15
42 94 15
42 95 30
42 101 30
42 105 30
42 110 15
42 113 10
42 114 15
42 117 30
42 120 10
42 125 10
42 129 15
42 130 15
42 132 15
42 136 30
42 137 10
42 138 30
42 139 15
42 140 30
42 141 15
42 142 10
42 143 15
42 144 30
42 145 15
42 146 10
42 147 30
42 149 10
43 2 15
43 3 30
43 7 10
43 8 30
43 11 10
43 12 30
43 15 10
43 16 15
43 19 30
43 22 30
43 23 30
43 24 15
43 31 10
43 32 15
43 36 10
43 37 30
43 38 10
43 39 15
43 40 10
43 41 15
43 44 15
43 47 30
43 49 10
43 53 15
43 54 10
43 55 10
43 57 15
43 59 15
43 62 30
43 63 10
43 64 15
43 66 15
43 68 30
43 69 15
43 70 10
43 72 10
43 75 30
43 77 15
43 79 30
43 82 10
43 85 30
43 87 10
43 88 30
43 89 15
43 91 30
43 96 15
43 97 15
43 98 30
43 103 15
43 104 30
43 105 10
43 108 30
43 113 10
43 114 10
43 119 30
43 120 10
43 122 10
43 129 15
43 130 10
43 131 30
43 132 30
43 134 30
43 135 15
43 137 10
43 138 10
43 139 30
43 140 30
43 141 30
43 142 10
43 147 15
43 149 10
44 6 10
44 7 10
44 10 10
44 12 15
44 14 30
44 15 10
44 20 10
44 21 10
44 23 30
44 25 10
44 29 10
44 30 10
44 31 30
44 32 15
44 35 10
44 37 30
44 38 30
44 39 15
44 40 30
44 47 15
44 48 15
44 49 30
44 57 15
44 59 15
44 60 15
44 61 30
44 62 10
44 63 30
44 64 30
44 66 10
44 69 15
44 70 15
44 75 30
44 78 15
44 80 30
44 81 15
44 82 15
44 83 30
44 84 30
44 85 30
44 86 30
44 89 15
44 90 30
44 91 10
44 93 10
44 95 30
44 98 30
44 100 15
44 107 15
44 109 10
44 110 10
44 115 30
44 118 15
44 119 30
44 120 30
44 125 30
44 126 30
44 127 10
44 129 15
44 132 10
44 133 30
44 134 10
44 140 10
44 141 10
44 143 30
44 145 10
44 147 30
44 148 10
44 149 15
45 2 10
45 6 10
45 7 15
45 8 15
45 9 10
45 10 10
45 11 30
45 12 15
45 13 10
45 14 15
45 15 15
45 17 15
45 21 30
45 23 15
45 26 10
45 27 15
45 29 30
45 31 15
45 32 10
45 34 30
45 36 15
45 37 15
45 38 15
45 39 10
45 41 15
45 42 10
45 43 10
45 44 10
45 47 15
45 48 30
45 51 15
45 52 10
45 53 15
45 56 30
45 59 15
45 60 10
45 62 30
45 65 15
45 70 10
45 71 10
45 72 30
45 76 15
45 77 10
45 79 10
45 80 15
45 81 15
45 83 15
45 84 10
45 87 15
45 88 15
45 89 15
45 92 15
45 93 10
45 94 30
45 95 10
45 96 10
45 98 30
45 99 15
45 100 10
45 101 30
45 102 10
45 108 10
45 110 30
45 112 10
45 113 10
45 115 30
45 116 10
45 118 10
45 119 15
45 124 15
45 125 10
45 127 15
45 129 10
45 130 10
45 132 15
45 133 15
45 134 10
45 136 10
45 138 30
45 142 15
45 145 30
45 146 10
45 147 15
45 149 30
46 5 15
46 6 30
46 7 30
46 9 30
46 10 30
46 11 10
46 12 15
46 13 10
46 14 10
46 15 10
46 19 15
46 20 15
46 23 15
46 24 15
46 25 15
46 27 30
46 28 10
46 31 30
46 36 15
46 41 30
46 43 10
46 44 30
46 45 10
46 47 10
46 48 15
46 51 15
46 52 30
46 54 30
46 56 10
46 57 10
46 59 10
46 60 10
46 61 30
46 62 15
46 63 30
46 64 30
46 66 15
46 67 10
46 73 10
46 74 15
46 75 15
46 77 10
46 78 15
46 79 15
46 80 30
46 84 10
46 88 30
46 89 30
46 90 30
46 91 30
46 92 30
46 93 30
46 99 15
46 100 30
46 101 10
46 102 10
46 105 30
46 107 30
46 108 10
46 109 30
46 110 30
46 111 15
46 112 10
46 113 15
46 116 15
46 117 30
46 118 10
46 119 10
46 120 15
46 123 15
46 124 15
46 126 30
46 127 15
46 128 10
46 131 15
46 133 30
46 138 10
46 141 30
46 142 30
46 143 15
46 145 30
46 146 30
46 147 10
46 149 15
47 1 10
47 2 15
47 4 10
47 5 10
47 6 15
47 9 30
47 14 15
47 15 15
47 16 15
47 17 15
47 18 10
47 19 30
47 20 10
47 23 10
47 24 15
47 26 30
47 27 10
47 30 10
47 31 10
47 33 10
47 37 10
47 41 15
47 42 10
47 48 10
47 51 15
47 53 30
47 55 30
47 59 10
47 61 30
47 62 10
47 63 15
47 66 30
47 71 30
47 72 10
47 73 15
47 74 10
47 77 30
47 78 10
47 79 30
47 83 10
47 84 15
47 85 30
47 86 15
47 88 10
47 92 15
47 95 10
47 97 10
47 100 30
47 103 30
47 104 15
47 106 30
47 110 15
47 113 10
47 114 30
47 115 30
47 117 30
47 120 10
47 122 30
47 123 30
47 126 30
47 127 30
47 128 10
47 129 10
47 131 30
47 133 10
47 134 30
47 136 30
47 138 30
47 139 15
47 140 15
47 141 15
47 142 10
47 144 10
47 145 15
47 147 15
47 149 10
48 3 30
48 7 10
48 8 10
48 11 30
48 13 30
48 16 10
48 18 30
48 20 15
48 21 30
48 22 30
48 24 10
48 25 10
48 26 10
48 27 15
48 29 15
48 30 30
48 31 30
48 34 15
48 35 10
48 36 10
48 39 30
48 40 30
48 41 30
48 43 15
48 49 10
48 50 30
48 53 30
48 56 15
48 57 30
48 58 30
48 59 15
48 61 10
48 64 30
48 65 30
48 66 30
48 72 10
48 76 15
48 77 15
48 79 15
48 80 15
48 81 30
48 83 15
48 87 10
48 89 10
48 90 30
48 91 10
48 92 30
48 93 10
48 95 15
48 96 10
48 99 15
48 100 30
48 101 15
48 102 30
48 103 15
48 108 10
48 109 30
48 110 30
48 115 10
48 116 15
48 118 10
48 123 10
48 124 30
48 125 15
48 126 30
48 127 30
48 129 15
48 132 30
48 135 30
48 136 10
48 137 10
48 139 10
48 140 30
48 141 10
48 142 15
48 144 30
48 146 10
48 147 15
48 148 15
48 149 30
49 2 10
49 8 10
49 9 10
49 10 15
49 13 10
49 14 15
49 17 10
49 18 10
49 21 30
49 23 10
49 24 15
49 25 10
49 27 30
49 28 10
49 30 10
49 31 30
49 33 10
49 34 30
49 36 15
49 37 10
49 38 10
49 39 30
49 41 10
49 42 30
49 45 30
49 46 15
49 47 30
49 53 15
49 56 30
49 60 10
49 62 30
49 65 10
49 66 15
49 67 30
49 69 15
49 72 30
49 73 10
49 75 30
49 78 30
49 81 15
49 82 15
49 83 10
49 84 30
49 85 10
49 87 30
49 88 15
49 89 10
49 91 10
49 93 30
49 97 30
49 98 10
49 99 30
49 102 15
49 103 10
49 104 10
49 105 15
49 108 15
49 109 10
49 111 10
49 112 15
49 114 30
49 116 15
49 118 15
49 120 10
49 122 30
49 123 10
49 124 10
49 126 30
49 127 15
49 128 15
49 130 10
49 134 15
49 136 15
49 137 10
49 139 10
49 141 30
49 144 30
49 145 15
49 146 15
49 147 30
49 149 30
50 1 30
50 3 15
50 4 15
50 5 15
50 7 10
50 9 30
50 10 15
50 12 15
50 14 30
50 16 10
50 17 15
50 20 15
50 23 10
50 25 10
50 27 30
50 30 30
50 31 15
50 32 15
50 36 30
50 37 10
50 38 10
50 40 30
50 42 15
50 43 10
50 44 15
50 45 10
50 46 10
50 47 10
50 49 30
50 51 10
50 54 15
50 55 10
50 58 10
50 59 10
50 60 15
50 62 15
50 63 30
50 65 30
50 71 30
50 73 15
50 75 30
50 76 10
50 77 30
50 78 10
50 80 30
50 83 15
50 84 15
50 86 10
50 87 10
50 89 30
50 90 15
50 92 10
50 93 15
50 96 30
50 98 15
50 101 15
50 104 15
50 105 10
50 106 30
50 108 30
50 109 15
50 110 30
50 111 10
50 112 10
50 114 30
50 115 10
50 116 30
50 117 10
50 118 30
50 123 10
50 124 10
50 125 30
50 127 10
50 128 15
50 129 10
50 136 10
50 137 30
50 138 15
50 144 30
50 146 15
50 147 10
50 148 15
50 149 15
51 3 10
51 4 10
51 8 10
51 12 15
51 13 15
51 15 10
51 16 15
51 17 30
51 20 10
51 21 15
51 23 15
51 24 15
51 25 10
51 26 30
51 30 10
51 35 10
51 38 30
51 40 10
51 42 10
51 43 30
51 44 30
51 48 30
51 49 10
51 52 15
51 53 30
51 55 15
51 57 30
51 58 10
51 60 15
51 61 30
51 62 15
51 63 10
51 64 30
51 66 15
51 67 10
51 68 15
51 69 15
51 71 30
51 72 15
51 73 10
51 74 15
51 78 10
51 81 30
51 83 15
51 84 30
51 86 15
51 87 10
51 89 15
51 91 15
51 93 30
51 94 30
51 95 10
51 96 10
51 97 15
51 98 10
51 99 30
51 102 10
51 104 10
51 106 15
51 110 30
51 113 15
51 114 10
51 116 15
51 118 15
51 121 30
51 122 15
51 124 10
51 125 30
51 126 30
51 127 10
51 132 10
51 133 15
51 134 30
51 135 15
51 137 30
51 138 10
51 140 10
51 144 15
51 145 15
51 147 15
51 148 30
51 149 10
52 1 15
52 2 10
52 3 15
52 5 15
52 6 10
52 13 30
52 21 15
52 23 30
52 25 30
52 26 15
52 27 10
52 28 15
52 31 30
52 32 30
52 33 10
52 34 10
52 40 30
52 42 10
52 43 15
52 44 30
52 47 30
52 48 30
52 49 10
52 50 30
52 55 15
52 57 30
52 58 10
52 60 10
52 61 15
52 62 10
52 66 30
52 67 10
52 69 10
52 72 10
52 73 30
52 74 15
52 76 30
52 79 30
52 80 15
52 83 10
52 88 30
52 90 10
52 91 15
52 92 30
52 93 10
52 94 10
52 95 30
52 97 10
52 99 30
52 100 30
52 106 15
52 107 15
52 108 30
52 110 15
52 113 15
52 114 15
52 116 30
52 117 15
52 121 10
52 123 30
52 128 30
52 129 30
52 131 30
52 132 15
52 133 30
52 134 10
52 135 15
52 138 30
52 144 30
52 146 10
52 147 15
52 148 15
52 149 10
53 1 30
53 2 10
53 3 10
53 8 15
53 10 10
53 15 15
53 18 30
53 19 15
53 26 10
53 27 15
53 28 15
53 31 30
53 33 10
53 36 15
53 44 10
53 46 15
53 50 15
53 52 30
53 54 30
53 56 10
53 57 30
53 58 15
53 60 10
53 61 10
53 65 10
53 68 10
53 69 15
53 72 10
53 76 10
53 77 30
53 79 15
53 81 10
53 86 30
53 88 30
53 89 30
53 90 15
53 91 10
53 93 15
53 94 10
53 95 30
53 96 15
53 97 30
53 100 30
53 102 15
53 103 15
53 104 30
53 105 15
53 109 15
53 110 10
53 111 30
53 113 30
53 115 30
53 117 10
53 118 30
53 119 10
53 120 30
53 121 30
53 123 15
53 132 10
53 133 30
53 135 10
53 136 15
53 137 15
53 138 10
53 139 15
53 141 30
53 142 15
53 146 15
53 147 10
53 149 15
54 2 10
54 6 10
54 8 15
54 10 15
54 12 30
54 13 10
54 14 30
54 15 15
54 18 10
54 19 15
54 20 10
54 21 10
54 22 30
54 24 10
54 28 10
54 29 15
54 33 30
54 35 10
54 37 10
54 38 10
54 40 15
54 41 15
54 42 15
54 44 15
54 45 15
54 47 15
54 48 30
54 49 15
54 51 10
54 52 30
54 55 30
54 56 15
54 57 30
54 58 30
54 59 10
54 60 30
54 61 30
54 62 10
54 63 10
54 67 10
54 68 10
54 72 30
54 73 10
54 74 30
54 76 10
54 77 30
54 80 30
54 81 30
54 83 15
54 84 30
54 85 30
54 87 30
54 89 30
54 90 30
54 94 10
54 96 30
54 97 30
54 98 30
54 102 15
54 106 30
54 107 10
54 108 10
54 114 10
54 116 30
54 117 15
54 118 30
54 119 15
54 120 10
54 126 10
54 127 30
54 129 15
54 130 30
54 131 10
54 132 10
54 133 15
54 134 30
54 135 30
54 136 10
54 137 10
54 138 15
54 141 10
54 142 30
54 143 10
54 145 30
54 149 30
55 1 30
55 4 10
55 5 10
55 6 10
55 7 15
55 8 15
55 9 30
55 11 15
55 13 15
55 16 15
55 18 30
55 22 30
55 24 30
55 26 10
55 28 15
55 30 15
55 31 10
55 35 15
55 36 15
55 39 10
55 40 30
55 44 10
55 45 15
55 46 10
55 48 30
55 49 10
55 53 15
55 57 10
55 59 15
55 61 30
55 63 15
55 64 15
55 65 30
55 66 30
55 70 10
55 73 15
55 74 15
55 76 10
55 81 30
55 83 30
55 84 30
55 86 30
55 89 10
55 93 30
55 94 10
55 95 30
55 99 10
55 100 15
55 101 30
55 103 30
55 105 15
55 106 15
55 107 30
55 108 15
55 109 15
55 112 15
55 114 15
55 115 30
55 118 30
55 120 10
55 123 30
55 126 30
55 130 10
55 131 30
55 132 30
55 133 15
55 134 30
55 136 15
55 137 10
55 138 10
55 140 10
55 145 15
55 149 30
56 1 15
56 9 15
56 10 30
56 11 15
56 12 15
56 13 30
56 14 10
56 15 30
56 17 30
56 18 10
56 19 30
56 20 10
56 25 30
56 26 30
56 27 10
56 28 10
56 29 30
56 30 30
56 34 30
56 35 15
56 41 10
56 43 30
56 44 30
56 47 30
56 50 15
56 51 30
56 52 10
56 55 30
56 58 10
56 60 10
56 61 15
56 62 30
56 65 30
56 67 10
56 68 30
56 69 30
56 73 15
56 74 15
56 75 30
56 76 10
56 77 10
56 82 30
56 84 30
56 87 15
56 88 10
56 89 30
56 90 10
56 92 10
56 94 10
56 95 15
56 96 15
56 97 10
56 100 30
56 105 30
56 106 15
56 110 30
56 114 15
56 116 10
56 117 10
56 124 10
56 126 10
56 127 30
56 128 10
56 129 30
56 132 30
56 133 30
56 135 10
56 137 15
56 143 10
56 145 15
56 146 30
56 147 30
56 149 30
57 1 30
57 3 30
57 4 15
57 6 10
57 7 10
57 8 15
57 9 15
57 11 30
57 15 10
57 16 15
57 17 30
57 19 30
57 29 30
57 34 30
57 36 30
57 38 15
57 40 30
57 45 30
57 47 15
57 49 30
57 50 30
57 56 30
57 59 30
57 60 10
57 61 15
57 62 10
57 63 15
57 65 10
57 71 30
57 72 15
57 73 15
57 74 15
57 76 10
57 78 15
57 79 10
57 80 10
57 82 15
57 84 30
57 85 10
57 86 30
57 88 30
57 89 30
57 95 10
57 99 30
57 102 30
57 103 30
57 105 15
57 107 10
57 109 15
57 111 10
57 113 10
57 116 10
57 118 15
57 119 15
57 124 30
57 126 30
57 127 30
57 132 30
57 133 10
57 135 10
57 137 10
57 139 10
57 140 15
57 142 30
57 143 30
57 144 30
57 145 10
57 146 15
57 148 30
57 149 10
58 1 15
58 2 10
58 3 15
58 4 30
58 7 10
58 9 15
58 10 15
58 11 30
58 12 30
58 13 30
58 15 10
58 16 15
58 17 10
58 19 30
58 22 30
58 24 15
58 25 15
58 27 15
58 28 10
58 31 10
58 33 10
58 34 15
58 36 10
58 40 10
58 42 15
58 43 30
58 44 15
58 45 10
58 46 10
58 47 15
58 49 15
58 55 10
58 57 15
58 59 10
58 61 10
58 62 30
58 63 30
58 66 10
58 72 10
58 74 10
58 75 15
58 78 15
58 79 10
58 80 30
58 86 30
58 88 10
58 91 30
58 93 30
58 97 30
58 102 15
58 104 30
58 105 30
58 106 15
58 107 10
58 108 10
58 111 15
58 112 30
58 114 15
58 115 30
58 120 10
58 124 15
58 126 30
58 129 30
58 130 10
58 137 15
58 139 10
58 141 30
58 142 15
58 143 30
58 144 10
58 145 10
58 146 15
58 149 30
59 2 10
59 9 10
59 10 15
59 13 30
59 17 15
59 18 15
59 19 10
59 20 30
59 21 15
59 22 15
59 23 10
59 24 30
59 25 30
59 29 10
59 30 15
59 35 15
59 37 30
59 38 10
59 40 30
59 42 30
59 49 15
59 51 10
59 52 30
59 53 10
59 56 10
59 61 15
59 63 15
59 64 10
59 65 15
59 66 10
59 69 15
59 71 30
59 72 30
59 73 30
59 77 10
59 79 10
59 81 30
59 83 10
59 85 30
59 87 15
59 88 15
59 89 10
59 95 10
59 96 15
59 97 10
59 98 30
59 100 30
59 102 10
59 105 10
59 111 30
59 114 30
59 119 10
59 121 30
59 124 10
59 125 30
59 128 30
59 130 30
59 131 30
59 134 30
59 137 15
59 138 15
59 141 15
59 142 15
59 146 10
59 147 10
59 149 10
60 6 10
60 10 30
60 12 10
60 13 10
60 14 10
60 15 30
60 17 30
60 18 15
60 19 10
60 22 15
60 26 30
60 31 30
60 32 15
60 33 15
60 34 15
60 35 15
60 37 10
60 38 10
60 40 30
60 43 30
60 47 10
60 48 30
60 55 30
60 58 10
